lang_loading_game    ="လုပ္ေဆာင္ေနသည္"
lang_onboarding_text_18    ="အဲ႔ဒါမွန္တယ္! အဲ့အခ်ိန္တုန္းက ကြၽန္ေတာ္ဆြဲငင္စက္ထဲမွာ ပိတ္မိေနခဲ႔တယ္။ တစ္စုံတစ္ေယာက္က ငါ့ကိုေထာင္ေခ်ာက္ဆင္ခဲ႔တယ္"
lang_onboarding_text_19    ="ပန္းတိုင္ကို ၿပီးေျမာက္ဖို႔ စက္ကိုႏွိပ္ပါ"
lang_onboarding_text_20    ="ငါကဘီးပါတဲ႔စက္ထဲမွာ ပိတ္မိေနတာလား။ ဘီးေတြလည္း ျပားေနခဲ႔တယ္"
lang_onboarding_text_21    ="ပန္းတိုင္ျပီးေျမာက္ဖို႔ ဘီးျပားကိုႏိွပ္ပါ"
lang_onboarding_text_22    =""
# Meta    =""
lang_find_object    ="ရွာေဖြရန္ပစၥည္းမ်ား : "
lang_btn_agree    ="လက္ခံမည္"
lang_not_enough_star    ="ၾကယ္မလံုေလာက္ပါ"
lang_not_enough_star_ins    ="ဤပေဟဠိအပိုင္းကိုေဖာ္ျပရန္ သင့္တြင္ ၾကယ္မ်ားအလုံအေလာက္မရွိပါ။ ၾကယ္ပြင့္မ်ားပိုမိုရရွိရန္ ယခုကစားပါ။"
lang_chapter    ="အခန္း"
lang_open    ="ဖြင့္မည္"
lang_offer_title_0    ="ရွာေဖြေရး လႈပ္ရွားမႈ"
lang_roll    ="လွည့္မည္"
lang_more_heart    ="အသည္းေပါင္းပါ"
lang_ads_upgrade    ="အဆင့္တင္ပါ"
lang_sugest_0    ="လမ္းညႊန္"
lang_sugest_1    ="ဒီဂိမ္းကေတာ္ေတာ္စိန္ေခၚမႈျဖစ္တယ္။ အရိွန္ျမွင့္စက္က သင့္ကိုကူညီေပးလိမ့္မယ္"
lang_sugest_2    ="သံုးမည္"
lang_setting    ="အျပင္အဆင္"
lang_sound    ="အသံ"
lang_music    ="သီခ်င္း"
lang_help    ="အကူအညီ"
lang_syn_progress    ="တိုးတက္မႈကိုရွာေဖြပါ!"
lang_syn_progress_0    ="သင့္တျခားစက္မွာေတြ႔ရတဲ႔ဂိမ္းတိုးတက္မႈအေျခအေနကိုရယူလိုပါသလား"
lang_syn_progress_1    ="လက္ရိွတိုးတက္မႈ"
lang_syn_progress_2    ="ဆာဗာ"
lang_syn_progress_3    ="အဆင့္"
lang_syn_progress_4    ="ေရႊ"
lang_syn_progress_5    ="ေရြးပါ"
lang_confirm_link    ="ဧည့္သည္အေကာင့္ကို Facebook အေကာင့္သို႔ ခ်ိတ္ဆက္ျခင္းအတည္ျပဳပါသလား"
lang_meta_title    ="ပေဟဌိ"
lang_meta_tut_0    ="ပံုကိုဖြင့္ပါ - ပစၥည္းေတြကိုရွာေဖြပါ"
lang_meta_tut_1    ="ၾကယ္စုေဆာင္းရန္ဂိမ္းကိုအႏိုင္ယူပါ \nပစၥည္းမ်ားကိုရွာေဖြဖို႔ ပေဟ႒ိအပိုင္းမ်ားကိုဖြင့္ပါ\nအမိုက္စားဆုေတြရယူဖို႔ မစ္ရွင္မ်ားကို အၿပီးသတ္ပါ"
lang_meta_tut_2    ="ဂိမ္းအႏိုင္ယူပါ"
lang_meta_tut_3    ="ပံုကိုဖြင့္ပါ"
lang_meta_tut_4    ="ရွာေဖြပါ"
lang_meta_tut_5    ="ဆုယူပါ"
lang_meta_tut_6    ="ရွာေဖြေရး လႈပ္ရွားမႈ"
lang_offer_content_1    ="အပိုထပ္ယူပါ"
lang_offer_content_2    ="ခရီးေဆာင္အိတ္"
lang_offer_content_3    ="ပရိုမိုးရွင္းပိတ္မည္:"
lang_more_heart_1    ="အသည္းထပ္ျပီး!"
lang_next_heart    ="ေနာက္ထပ္အသည္း :"
lang_hammer_tut    ="ဧရာမတူသည္ ေရြ႕စရာမလိုပဲ မည္သည့္အလ်ား (သို႔) အနံအတန္းႏွစ္ခုလံုးကို ဖ်က္ဆီးႏိုင္သည္"
lang_buy    ="ဝယ္မည္"
lang_help_heart    ="အသည္းေတာင္းဆိုမႈ"
lang_shop_caution    ="* မွတ္ခ်က္: ကဒ္တန္ဖိုးႏွင့္ သက္ဆိုင္ေသာပစၥည္းကို သင္ရရွိမည္"
lang_tab_shop    ="ေစ်းဆိုင္"
lang_tab_meta    ="ခရီးသြားမွတ္တမ္း"
lang_tab_home    ="မူလ"
lang_tab_rank    ="အဆင့္"
lang_tab_setting    ="အျပင္အဆင္"
lang_collect    ="စုေဆာင္းမႈ"
lang_meta_noti_0    ="ဒီပံုကို သင္မဖြင့္ရေသးပါ"
lang_meta_noti_1    ="ေနာက္ထပ္အသစ္ကိုဖြင့္ဖို႔ လက္ရိွပံုကိုအရင္ျပည့္စံုေအာင္လုပ္ပါ"
lang_rating_0    ="တုန္႔ျပန္ခ်က္"
lang_rating_1    ="ပို႔မည္"
lang_touch_to_ignore    ="ေက်ာ္ရန္ႏိွပ္ပါ"
lang_touch_to_skip    ="ဆက္ရန္ႏိွပ္ပါ"
lang_touch_to_continue    ="စာအုပ္"
lang_element_1    ="ဖလား"
lang_element_2    ="ဒုံးပ်ံ"
lang_pu_1    ="ဒုံး"
lang_pu_2    ="အပိုင္းအားလံုး"
lang_pu_3    ="ဗုံး"
lang_pu_4    ="အထုပ္ကိုဖြင့္ရန္ႏိွပ္ပါ"
lang_delete    =""
lang_restore    =""
lang_delete_1    =""
lang_delete_2    =""
lang_delete_3    =""
lang_touch_to_open    =""
touch_to_puzzle    =""
lang_remain    =""
lang_touch_to_input    =""
lang_error    =""
lang_error_syn    =""
lang_next_picture    =""
lang_shop_g_iap_pack11    =""
lang_shop_g_iap_pack12    =""
lang_shop_g_iap_pack7    =""
lang_shop_g_iap_pack8    =""
lang_shop_g_iap_pack9    =""
lang_shop_g_iap_pack10    =""
lang_gc    ="Gift-Code"
lang_gcnote    ="Theo dõi Fanpage và tham gia các sự kiện để nhận nhiều gift-code giá trị"
lang_gcip    ="Nhập code tại đây"
GC_ERR_1    ="Thất bại"
GC_ERR_3    ="Gift-Code không tồn tại"
GC_ERR_4    ="Gift-Code đã hết thời hạn sử dụng"
GC_ERR_5    ="Gift-Code đã hết số lượng sử dụng"
GC_ERR_6    ="Gift-Code đã được sử dụng"
GC_HELP_1    ="Bạn phải nhập Gift-Code trước đã"
lang_fanpage    ="Fanpage"
lang_shop_g_atm_pack_6    ="ျပင္ဆင္ျခင္း အထုပ္"
lang_syn    =""
lang_alert_guest_link_fb    =""
lang_bossrun_title    =""
lang_bossrun_play    =""
lang_bossrun_wait_0    =""
lang_bossrun_wait_1    =""
lang_bossrun_passed_level    =""
lang_bossrun_wait_level    =""
lang_bossrun_boss_1    =""
lang_bossrun_boss_2    =""
lang_bossrun_boss_3    =""
lang_bossrun_boss_4    =""
lang_bossrun_boss_5    =""
lang_bossrun_boss_6    =""
lang_bossrun_boss_intro_1    =""
lang_bossrun_boss_intro_2    =""
lang_bossrun_boss_intro_3    =""
lang_bossrun_boss_intro_4    =""
lang_bossrun_boss_intro_5    =""
lang_bossrun_boss_intro_6    =""
lang_bossrun_boss_cleared_1    =""
lang_bossrun_boss_cleared_2    =""
lang_bossrun_boss_cleared_3    =""
lang_bossrun_boss_cleared_4    =""
lang_bossrun_boss_cleared_5    =""
lang_bossrun_boss_cleared_6    =""
lang_bossrun_info    =""
lang_bossrun_hidden    =""
lang_bossrun_boss_info_1    =""
lang_bossrun_boss_info_2    =""
lang_bossrun_boss_info_3    =""
lang_bossrun_boss_info_4    =""
lang_bossrun_boss_info_5    =""
lang_bossrun_boss_info_6    =""
lang_bossrun_help_heart_des    =""
lang_bossrun_help_heart_title    =""
lang_bossrun_quest    =""
lang_bossrun_takedown_boss    =""
lang_bossrun_boss_des_1_1    =""
lang_bossrun_boss_des_1_2    =""
lang_bossrun_boss_des_1_3    =""
lang_bossrun_boss_des_1_4    =""
lang_bossrun_boss_des_1_5    =""
lang_bossrun_boss_lose_1_1    =""
lang_bossrun_boss_lose_1_2    =""
lang_bossrun_boss_lose_1_3    =""
lang_bossrun_boss_lose_1_4    =""
lang_bossrun_boss_lose_1_5    =""
lang_bossrun_boss_des_2_1    =""
lang_bossrun_boss_des_2_2    =""
lang_bossrun_boss_des_2_3    =""
lang_bossrun_boss_des_2_4    =""
lang_bossrun_boss_des_2_5    =""
lang_bossrun_boss_lose_2_1    =""
lang_bossrun_boss_lose_2_2    =""
lang_bossrun_boss_lose_2_3    =""
lang_bossrun_boss_lose_2_4    =""
lang_bossrun_boss_lose_2_5    =""
lang_bossrun_boss_des_3_1    =""
lang_bossrun_boss_des_3_2    =""
lang_bossrun_boss_des_3_3    =""
lang_bossrun_boss_des_3_4    =""
lang_bossrun_boss_des_3_5    =""
lang_bossrun_boss_lose_3_1    =""
lang_bossrun_boss_lose_3_2    =""
lang_bossrun_boss_lose_3_3    =""
lang_bossrun_boss_lose_3_4    =""
lang_bossrun_boss_lose_3_5    =""
lang_bossrun_boss_des_4_1    =""
lang_bossrun_boss_des_4_2    =""
lang_bossrun_boss_des_4_3    =""
lang_bossrun_boss_des_4_4    =""
lang_bossrun_boss_des_4_5    =""
lang_bossrun_boss_lose_4_1    =""
lang_bossrun_boss_lose_4_2    =""
lang_bossrun_boss_lose_4_3    =""
lang_bossrun_boss_lose_4_4    =""
lang_bossrun_boss_lose_4_5    =""
lang_bossrun_boss_des_5_1    =""
lang_bossrun_boss_des_5_2    =""
lang_bossrun_boss_des_5_3    =""
lang_bossrun_boss_des_5_4    =""
lang_bossrun_boss_des_5_5    =""
lang_bossrun_boss_lose_5_1    =""
lang_bossrun_boss_lose_5_2    =""
lang_bossrun_boss_lose_5_3    =""
lang_bossrun_boss_lose_5_4    =""
lang_bossrun_boss_lose_5_5    =""
lang_bossrun_boss_des_6_1    =""
lang_bossrun_boss_des_6_2    =""
lang_bossrun_boss_des_6_3    =""
lang_bossrun_boss_des_6_4    =""
lang_bossrun_boss_des_6_5    =""
lang_bossrun_boss_lose_6_1    =""
lang_bossrun_boss_lose_6_2    =""
lang_bossrun_boss_lose_6_3    =""
lang_bossrun_boss_lose_6_4    =""
lang_bossrun_boss_lose_6_5    =""
lang_bossrun_boss_stage_1_1    =""
lang_bossrun_boss_stage_1_2    =""
lang_bossrun_boss_stage_1_3    =""
lang_bossrun_boss_stage_1_4    =""
lang_bossrun_boss_stage_1_5    =""
lang_bossrun_boss_stage_2_1    =""
lang_bossrun_boss_stage_2_2    =""
lang_bossrun_boss_stage_2_3    =""
lang_bossrun_boss_stage_2_4    =""
lang_bossrun_boss_stage_2_5    =""
lang_bossrun_boss_stage_3_1    =""
lang_bossrun_boss_stage_3_2    =""
lang_bossrun_boss_stage_3_3    =""
lang_bossrun_boss_stage_3_4    =""
lang_bossrun_boss_stage_3_5    =""
lang_bossrun_boss_stage_4_1    =""
lang_bossrun_boss_stage_4_2    =""
lang_bossrun_boss_stage_4_3    =""
lang_bossrun_boss_stage_4_4    =""
lang_bossrun_boss_stage_4_5    =""
lang_bossrun_boss_stage_5_1    =""
lang_bossrun_boss_stage_5_2    =""
lang_bossrun_boss_stage_5_3    =""
lang_bossrun_boss_stage_5_4    =""
lang_bossrun_boss_stage_5_5    =""
lang_bossrun_boss_stage_6_1    =""
lang_bossrun_boss_stage_6_2    =""
lang_bossrun_boss_stage_6_3    =""
lang_bossrun_boss_stage_6_4    =""
lang_bossrun_boss_stage_6_5    =""
lang_inbox_title    =""
lang_inbox_tab_noti    =""
lang_inbox_tab_gift    =""
lang_inbox_no_mail_0    =""
lang_inbox_no_mail_1    =""
lang_claimed    =""
lang_inbox_delete_all    =""
lang_inbox_read_all    =""
lang_inbox_claim    =""
lang_inbox_unread    =""
lang_inbox_not_received    =""
lang_inbox_seen    =""
lang_inbox_expired    =""
lang_inbox_time_expire    =""
lang_inbox_err_1001    =""
lang_inbox_err_1002    =""
lang_btn_reopen    =""
lang_alert_reload_ask    =""
# Event Launching    =""
lang_launching_title    =""
lang_launching_step    =""
lang_launching_guide    =""
lang_launching_step_unlocked    =""
lang_launching_remain    =""
lang_days    =""
lang_DONE    =""
lang_done_today    =""
lang_launching_hint_1    =""
lang_launching_hint_2    =""
lang_launching_hint_3    =""
lang_launching_error_1    =""
lang_launching_error_2    =""
lang_launching_error_3    =""
lang_launching_error_4    =""
lang_launching_error_5    =""
RESOURCE_ITEM_DES_0    =""
RESOURCE_ITEM_DES_1    =""
RESOURCE_ITEM_DES_2    =""
RESOURCE_ITEM_DES_3    =""
RESOURCE_ITEM_DES_4    =""
RESOURCE_ITEM_DES_6    =""
RESOURCE_ITEM_DES_30    =""
RESOURCE_ITEM_DES_31    =""
RESOURCE_ITEM_DES_32    =""
RESOURCE_ITEM_DES_33    =""
RESOURCE_ITEM_DES_34    =""
RESOURCE_ITEM_DES_35    =""
RESOURCE_ITEM_DES_40    =""
RESOURCE_ITEM_DES_41    =""
RESOURCE_ITEM_DES_42    =""
RESOURCE_ITEM_DES_50    =""
RESOURCE_ITEM_DES_51    =""
RESOURCE_ITEM_DES_52    =""
